Movie_ID,Title,Genre,Release_Year,Language,Country,Runtime_Min,Budget_Million,BoxOffice_Million,IMDb_Rating,Votes,Streaming_Platform,Director,Actor,RottenTomatoes_Score,Movie_Age,Profit_Million,Profit_Percentage,Success_Category
6fd8f03c-a8e1-4cf6-b9bb-268f1b0e9a6c,Avatar,Horror,1981,Hindi,India,168,58.91,1769.99,7.6,3558885,Disney+,Anurag Kashyap,Prabhas,76,44,1711.08,2904.5662875572907,Average
a8f9f48a-6b45-4361-af8c-b77ef31e5d33,KGF Chapter 2,Fantasy,2016,Telugu,USA,162,161.12,608.14,7.0,1573036,Disney+,Anurag Kashyap,Shah Rukh Khan,53,9,447.02,277.44538232373384,Average
0b16934d-ae99-43d4-ba96-a6d6e5102164,Jurassic Park,Horror,2008,Tamil,Canada,86,90.45,797.96,6.4,183974,Hulu,Anurag Kashyap,Yash,37,17,707.51,782.2111663902708,Average
45987d14-404a-4319-83af-7713c3a4aa2d,Jurassic Park,Comedy,2024,Hindi,UK,172,26.4,1909.51,6.1,594110,Hulu,Christopher Nolan,Shah Rukh Khan,79,1,1883.11,7132.992424242424,Average
58979934-e055-4efa-b0a0-4464796ff221,The Avengers,Fantasy,2005,Tamil,India,92,113.28,393.91,7.7,4302512,Amazon Prime,Christopher Nolan,Rajinikanth,78,20,280.63,247.73128531073448,Average
9b62cda4-2843-47f3-b2c2-773375f552a8,Dangal,Action,1975,Tamil,India,167,173.42,2068.12,6.6,1315943,Hulu,Steven Spielberg,Tom Cruise,15,50,1894.6999999999998,1092.5498789067005,Average
277454c0-a2be-459f-9976-989611605fde,The Avengers,Adventure,1996,Telugu,USA,129,106.61,1988.64,5.4,2317319,Hulu,James Cameron,Rajinikanth,98,29,1882.0300000000002,1765.3409623862678,Flop
7a917594-67f9-49d4-a9d4-6e47d1e0749f,Baahubali: The Beginning,Romance,1996,Telugu,Canada,174,1.75,113.32,8.0,2573679,Netflix,James Cameron,Rajinikanth,45,29,111.57,6375.428571428571,Hit
b428d342-91b8-4a55-a33e-d4c9034dd432,Interstellar,Romance,1980,Hindi,India,144,147.91,1653.98,6.0,1543301,Netflix,Christopher Nolan,Prabhas,49,45,1506.07,1018.2340612534649,Average
d99bb373-1a8e-4316-a1b6-45faa8169926,Forrest Gump,Action,1998,Tamil,USA,113,172.47,914.88,7.6,4907309,Hulu,Steven Spielberg,Yash,70,27,742.41,430.45747086449813,Average
94f37c45-4337-460d-b083-cad96ac20c2e,Gladiator,Fantasy,2007,Hindi,UK,103,122.8,1487.39,8.1,2382847,HBO Max,Mani Ratnam,Rajinikanth,81,18,1364.5900000000001,1111.2296416938111,Hit
b75e3742-81ee-4c25-9f22-550b8e48f0ca,The Dark Knight,Comedy,1972,English,UK,116,162.2,747.99,8.3,1649146,Netflix,James Cameron,Prabhas,31,53,585.79,361.1528976572133,Hit
c61aa02e-790e-4618-a07a-3d18820f2096,KGF Chapter 2,Action,2015,Tamil,India,164,234.82,2213.08,6.0,2946181,Hulu,James Cameron,Leonardo DiCaprio,73,10,1978.26,842.4580529767481,Average
509e06ef-7554-4171-8540-eb06fab8f781,Oppenheimer,Sci-Fi,2010,Hindi,India,134,235.78,2252.48,9.5,1057985,Hulu,Anurag Kashyap,Robert Downey Jr.,75,15,2016.7,855.3312409873611,Hit
50189b40-8946-4dab-9d10-9fa7fc6c87f0,Fight Club,Romance,1976,Tamil,Canada,82,146.03,2274.53,7.2,4441589,Disney+,Mani Ratnam,Yash,30,49,2128.5,1457.5772101622954,Average
d88eaf7e-f89d-4c93-80e8-502b1ce8ba62,Barbie,Horror,2008,Tamil,USA,128,232.4,227.63,7.5,525200,Hulu,Christopher Nolan,Leonardo DiCaprio,59,17,-4.77000000000001,-2.052495697074015,Average
48096618-5f8e-4ba8-b622-d7fb7c469fef,3 Idiots,Adventure,1991,Hindi,UK,144,286.34,402.59,5.0,94117,Netflix,Steven Spielberg,Yash,83,34,116.25,40.59858908989314,Flop
fc19c55b-3de5-433d-b16d-d311ef78a8ca,The Batman,Sci-Fi,1997,Tamil,Canada,190,31.05,469.26,7.8,4365078,Hulu,Mani Ratnam,Rajinikanth,27,28,438.21,1411.3043478260868,Average
d8284805-7864-4b28-a091-a4e373781f94,The Lion King,Drama,2000,English,India,190,41.38,723.3,9.4,2204748,HBO Max,Mani Ratnam,Tom Cruise,56,25,681.92,1647.9458675688736,Hit
b8bbe4d7-385b-4ad8-aac8-c2e825b7a027,The Shawshank Redemption,Sci-Fi,2000,Tamil,USA,139,164.73,759.78,7.8,3580277,Disney+,Christopher Nolan,Yash,71,25,595.05,361.2274631214715,Average
be4d2f76-d4a2-4eb6-91e0-8dec1aaa0a7e,Baahubali: The Beginning,Fantasy,2012,Tamil,Canada,151,206.62,876.43,5.4,3845806,Disney+,James Cameron,Prabhas,41,13,669.81,324.17481366760234,Flop
643780be-4379-46d7-8b9e-fc3d8992071d,The Dark Knight,Drama,2003,English,Canada,169,229.18,1594.17,6.0,4393480,Hulu,Mani Ratnam,Rajinikanth,72,22,1364.99,595.5973470634435,Average
d448c614-5df3-45d0-866e-486ae7f61cc3,Oppenheimer,Drama,2013,Hindi,UK,176,188.14,2146.65,8.2,4141142,HBO Max,Mani Ratnam,Tom Cruise,99,12,1958.5100000000002,1040.985436377166,Hit
d66e2c7a-c46e-4399-b817-66d05db94f6e,The Lion King,Adventure,1977,Tamil,USA,139,62.49,1025.81,8.0,1438449,Disney+,Anurag Kashyap,Robert Downey Jr.,19,48,963.3199999999999,1541.5586493839014,Hit
8370d754-46c8-4b9f-ae93-9c2f0a25993e,The Batman,Horror,2003,Telugu,Canada,172,195.12,2058.97,6.1,1197519,Netflix,Anurag Kashyap,Leonardo DiCaprio,58,22,1863.85,955.2326773267731,Average
d58f2983-95b8-4a86-8c9e-f4dcad885a50,The Lion King,Horror,1993,Tamil,Canada,172,271.26,1821.02,5.7,2237024,Netflix,Rajamouli,Yash,18,32,1549.76,571.3190297131903,Flop
ac37fed6-2e03-4f36-8895-e69d80debef0,Baahubali: The Beginning,Romance,1986,English,UK,99,296.58,1577.04,8.4,1549873,HBO Max,Christopher Nolan,Robert Downey Jr.,33,39,1280.46,431.74185717175806,Hit
4e0007ec-d23c-41d7-915a-98c33c7bb750,Jurassic Park,Romance,1999,Hindi,Canada,87,28.68,825.38,8.9,3761038,Amazon Prime,James Cameron,Robert Downey Jr.,78,26,796.7,2777.8940027894005,Hit
a442a935-e005-4316-8515-5a768bf3f77f,Dangal,Adventure,2006,Telugu,UK,122,72.32,1661.73,5.6,474139,Amazon Prime,Steven Spielberg,Rajinikanth,20,19,1589.41,2197.7461283185844,Flop
50a5605c-f8e8-4517-b1b3-741b83a37c13,The Avengers,Drama,1995,Hindi,USA,104,179.47,178.09,7.5,683812,Netflix,Christopher Nolan,Leonardo DiCaprio,15,30,-1.3799999999999955,-0.7689307405137323,Average
5dab001d-f1ce-4ffa-a71f-4ccedde7f04e,3 Idiots,Fantasy,1974,English,USA,114,279.43,818.36,5.2,304498,HBO Max,Mani Ratnam,Rajinikanth,74,51,538.9300000000001,192.86762337615863,Flop
d1ed10d0-55c2-4e32-a314-dfae55cdd8ea,KGF Chapter 2,Action,2017,Telugu,USA,146,18.66,447.49,5.5,985735,Disney+,James Cameron,Prabhas,91,8,428.83,2298.1243301178993,Flop
6e3554d5-d67e-404d-92f8-31ac37f2834c,RRR,Thriller,2012,Tamil,UK,176,298.84,1200.01,5.6,4606190,Hulu,Steven Spielberg,Shah Rukh Khan,63,13,901.1700000000001,301.5560165975104,Flop
f57e0588-f874-4455-9650-2fd595671224,Barbie,Sci-Fi,2012,Telugu,USA,84,97.07,565.96,6.8,1151379,Amazon Prime,Rajamouli,Yash,83,13,468.89000000000004,483.0431647264861,Average
c9fb1cbb-cd16-40b8-84ea-f41a1263b4f6,Titanic,Adventure,1992,Tamil,Canada,126,150.48,822.8,8.8,2431622,Amazon Prime,Steven Spielberg,Leonardo DiCaprio,79,33,672.3199999999999,446.7836257309942,Hit
3cec62a3-0399-4bed-9eed-3d9102f233a0,The Lion King,Romance,2005,Hindi,India,133,86.84,154.39,5.3,2528052,HBO Max,Mani Ratnam,Prabhas,70,20,67.54999999999998,77.78673422385995,Flop
8ca9fa19-2172-418c-8e12-f241309b88cc,The Lion King,Horror,1992,Hindi,UK,153,134.72,297.12,8.3,207446,Hulu,James Cameron,Shah Rukh Khan,88,33,162.4,120.54631828978624,Hit
b32990e0-e64e-46b4-93a1-0769095a6fff,Titanic,Fantasy,2002,Tamil,Canada,121,146.62,1052.75,7.7,3203933,Netflix,Mani Ratnam,Robert Downey Jr.,90,23,906.13,618.0125494475515,Average
3a846c17-b274-4502-927b-379ddee2684f,Avengers: Endgame,Romance,2008,English,Canada,187,269.63,504.87,8.1,1587050,Amazon Prime,Christopher Nolan,Leonardo DiCaprio,70,17,235.24,87.24548455290584,Hit
8fec38dd-062d-4a18-b2ae-4338cdac23b6,Baahubali: The Beginning,Romance,1973,Tamil,India,169,37.23,1076.66,6.4,2805614,HBO Max,Mani Ratnam,Shah Rukh Khan,35,52,1039.43,2791.9151222132696,Average
a5400bfc-ccf5-4e10-b945-2911fdc382ef,Pulp Fiction,Action,1996,Tamil,India,153,152.12,513.6,7.0,2451665,Netflix,Anurag Kashyap,Shah Rukh Khan,95,29,361.48,237.6281882724165,Average
cffebb4a-cc11-4e80-babc-6f1db482d781,Joker,Horror,1982,English,Canada,185,175.06,69.97,8.0,4336095,Amazon Prime,Steven Spielberg,Tom Cruise,29,43,-105.09,-60.03084656689135,Hit
a1f5e340-f3ec-4ade-9ef1-5717b220d311,KGF Chapter 2,Horror,2012,Telugu,USA,139,65.95,1096.47,7.7,2643631,Hulu,Rajamouli,Rajinikanth,14,13,1030.52,1562.5777103866565,Average
0a2dfddb-e2bd-4686-8d50-0d958b953c52,Fight Club,Romance,1974,English,India,102,268.25,997.73,7.1,797032,Netflix,James Cameron,Tom Cruise,99,51,729.48,271.94035414725073,Average
c0911d42-9f13-4885-8cfd-24222d87366f,Dangal,Action,2008,Hindi,Canada,189,25.32,1524.21,8.4,3292139,Disney+,James Cameron,Yash,97,17,1498.89,5919.78672985782,Hit
fc0dae73-4c66-4984-bf85-f3cdc9199a0d,3 Idiots,Adventure,1994,Telugu,UK,81,24.58,2140.44,6.2,1184059,Amazon Prime,Christopher Nolan,Robert Downey Jr.,85,31,2115.86,8608.05532953621,Average
c135f437-6440-4e55-ab91-97e2c376997c,Avengers: Endgame,Action,2019,Tamil,USA,171,162.49,990.56,6.0,3117649,Netflix,Christopher Nolan,Prabhas,21,6,828.0699999999999,509.61289925533873,Average
