Movie_ID,Title,Genre,Release_Year,Language,Country,Runtime_Min,Budget_Million,BoxOffice_Million,IMDb_Rating,Votes,Streaming_Platform,Director,Actor,RottenTomatoes_Score
b69d4538-beb4-4fc9-a266-f7fb2d33825f,The Shawshank Redemption,Drama,1996,Tamil,USA,184,151.34,2076.65,8.9,911560,HBO Max,Christopher Nolan,Prabhas,30
8247d652-d124-4860-af5b-ed3edfab67af,Inception,Fantasy,2002,Hindi,USA,89,13.53,1012.39,9.0,1709274,Hulu,Mani Ratnam,Yash,83
c1c6d15b-f57b-452c-bc96-e03a669e7656,3 Idiots,Adventure,2002,English,Canada,101,198.86,1640.41,6.2,3343891,HBO Max,Steven Spielberg,Robert Downey Jr.,44
2bf8125c-1130-4bbb-a647-ecf23078c407,Dangal,Comedy,2020,Telugu,USA,83,40.93,2184.91,7.4,4840637,Netflix,Anurag Kashyap,Tom Cruise,91
7428325f-b506-4eaa-9e63-b840cdd082ae,The Lion King,Comedy,1979,Tamil,USA,113,1.62,219.76,6.8,4463203,HBO Max,Mani Ratnam,Shah Rukh Khan,25
8c61dff2-603f-436d-8f31-8908ac3d84cb,Forrest Gump,Action,1978,Hindi,India,105,209.43,834.0,7.2,1131851,Amazon Prime,Mani Ratnam,Robert Downey Jr.,66
961e5d20-db5b-4d63-96b5-78d5fc143bdb,Jurassic Park,Fantasy,1995,Tamil,India,100,238.73,107.44,6.6,3631654,HBO Max,Mani Ratnam,Rajinikanth,82
48e8b285-d8fc-4923-af02-ae86baccd6e0,3 Idiots,Drama,2003,Tamil,India,185,263.33,1507.42,6.8,2652820,HBO Max,Steven Spielberg,Prabhas,55
d2e8c9a3-de26-4bca-bbe9-95d6e377f914,The Batman,Comedy,1995,Tamil,UK,116,279.29,339.4,8.0,1543941,Amazon Prime,Steven Spielberg,Tom Cruise,72
091e3c6c-c180-4941-8a96-ed3c6b3b29c6,KGF Chapter 2,Action,1985,Telugu,India,136,241.8,137.37,9.7,2314851,Hulu,Mani Ratnam,Robert Downey Jr.,18
594418f1-ac0b-4c06-9275-307ae3d55b17,Fight Club,Horror,2020,Telugu,USA,87,155.81,2392.18,8.8,3700498,HBO Max,Mani Ratnam,Leonardo DiCaprio,91
6a6fd3aa-b096-4186-9fb8-d0db6e720963,The Avengers,Comedy,2014,Tamil,USA,92,120.76,1501.21,5.1,3662869,Netflix,Christopher Nolan,Rajinikanth,64
be9d02b7-7a55-40ba-a996-4c8f6180eb6b,Interstellar,Adventure,1976,Tamil,UK,83,233.37,688.66,5.1,4148365,HBO Max,Rajamouli,Yash,60
5a17d07e-fb96-4620-8442-dfd7f926595f,Oppenheimer,Fantasy,2019,English,USA,169,194.24,1582.35,6.8,4759183,Hulu,James Cameron,Yash,34
7c1a3ac2-82eb-472e-aa39-5ea72e03428f,The Shawshank Redemption,Adventure,1993,Hindi,USA,168,242.16,2018.62,5.8,2779632,Disney+,Mani Ratnam,Shah Rukh Khan,78
df45fdd5-7187-458a-ad6d-bf0e8f68880d,The Batman,Adventure,1996,Tamil,India,90,70.21,886.5,6.3,3587494,Netflix,Steven Spielberg,Yash,73
b2aa62ef-b880-4497-8823-2a8ee4f1eb5b,Jurassic Park,Drama,2007,English,UK,113,59.55,1096.91,8.2,2644198,Hulu,Steven Spielberg,Tom Cruise,51
3b73e4cb-2566-4992-8892-5b02aeadabd8,Pulp Fiction,Action,1997,Telugu,UK,161,8.71,681.64,7.4,4715721,Hulu,James Cameron,Leonardo DiCaprio,11
4c20e85a-382b-46a7-9b12-c9a777b45451,Pulp Fiction,Adventure,2004,Hindi,India,105,211.7,1775.94,9.0,3339199,Amazon Prime,Rajamouli,Rajinikanth,19
7bb17ac6-b89f-4fb7-88ec-09bbec14495b,Forrest Gump,Thriller,1995,Tamil,UK,116,281.77,159.5,5.2,155340,Amazon Prime,Rajamouli,Yash,30
f13c62a9-1e1c-4d10-a3ad-5efcbd25f0fa,Oppenheimer,Fantasy,2012,Tamil,Canada,174,43.33,962.44,7.0,2571311,Amazon Prime,Anurag Kashyap,Rajinikanth,34
2f816af0-f6ad-47f3-b9ce-f1b068d5f392,The Batman,Romance,1974,Hindi,India,117,17.31,1585.45,9.3,2928298,Amazon Prime,James Cameron,Tom Cruise,100
cdf5286e-8e15-48d0-a4b4-eebd623a281e,Baahubali: The Conclusion,Horror,2002,Telugu,India,140,294.68,2074.46,6.6,1176742,Hulu,Anurag Kashyap,Robert Downey Jr.,16
a1680649-a98b-4c3f-9b89-716afcb7ea84,Baahubali: The Conclusion,Comedy,1972,Hindi,UK,103,104.18,247.15,6.6,177952,Disney+,Steven Spielberg,Yash,76
fea9c587-e772-4764-bd06-dcb1d333abd7,Avatar,Sci-Fi,2014,Tamil,Canada,120,38.23,1456.95,9.3,4865924,Amazon Prime,James Cameron,Leonardo DiCaprio,22
6f009f52-0f71-4a58-a125-6e08f99d6d53,Pulp Fiction,Drama,1979,Hindi,India,88,295.23,2330.94,5.6,3922198,Hulu,Steven Spielberg,Robert Downey Jr.,59
74f22c0a-ff46-4037-a063-0f057ba6ad99,Baahubali: The Conclusion,Comedy,2009,Telugu,Canada,162,104.39,2023.86,8.3,1802723,Netflix,Anurag Kashyap,Tom Cruise,92
c27cec04-e783-497a-84a5-8442bd7c8814,The Matrix,Romance,1978,Telugu,USA,137,31.46,1939.35,6.9,3883646,Amazon Prime,Anurag Kashyap,Prabhas,12
8283ec03-384b-4fde-a6e9-c3c16f893bfc,Avatar,Sci-Fi,2006,Tamil,India,178,77.59,892.48,8.7,1957134,Hulu,Anurag Kashyap,Robert Downey Jr.,40
914ccb17-d3ef-4cb3-b77a-451e660de88b,Forrest Gump,Action,2024,Telugu,USA,112,95.29,1254.66,9.5,853712,Hulu,Mani Ratnam,Rajinikanth,81
fb0da5e2-e313-4cd6-95be-dc2ccb371054,Barbie,Romance,1987,English,USA,152,21.93,512.88,6.7,4997483,Amazon Prime,Mani Ratnam,Yash,65
48f8ff7f-d2c6-4c74-9a8e-f1ead63660da,Inception,Thriller,1970,Hindi,India,139,172.42,2220.19,5.7,2262743,Hulu,Rajamouli,Shah Rukh Khan,59
32f84162-b02b-4cb6-88ea-f41e63e8911a,Barbie,Drama,1987,Hindi,UK,81,239.82,1684.82,8.1,2498542,HBO Max,Rajamouli,Leonardo DiCaprio,12
ba874adf-1e32-4bb6-8312-0522e1c10d4f,The Avengers,Drama,2005,Telugu,Canada,163,250.99,1902.19,7.8,1256233,HBO Max,Rajamouli,Tom Cruise,48
58f508a8-d087-4778-bf68-38a417b0dcfb,The Batman,Action,1975,Tamil,Canada,185,113.69,2465.74,8.4,659912,Hulu,Steven Spielberg,Tom Cruise,26
a360bce3-309e-4dcb-9a27-f3c6de012cb8,Avatar,Adventure,1989,Tamil,India,178,161.25,874.26,7.7,3513990,Amazon Prime,Rajamouli,Robert Downey Jr.,36
0ecb9b82-dd88-406c-9693-fc722ec7134c,Jurassic Park,Comedy,1990,Hindi,USA,180,185.89,1336.07,8.9,4439011,Amazon Prime,Rajamouli,Tom Cruise,92
98623f1b-f935-42c3-85e3-28d7390bbd10,Pulp Fiction,Romance,2021,Tamil,India,159,91.83,1090.92,9.1,4994150,Netflix,Rajamouli,Prabhas,28
5c8b458e-0512-4cd8-87c7-7f453ec277bb,The Lion King,Drama,2022,Telugu,Canada,141,150.74,571.35,6.3,608052,HBO Max,Christopher Nolan,Leonardo DiCaprio,44
2b34af2f-f4e7-41f4-a0c0-808135bf63d6,The Dark Knight,Romance,1994,Telugu,USA,180,234.54,712.89,7.3,2449098,Netflix,James Cameron,Robert Downey Jr.,29
881d1ccf-2eaa-4b24-a5a9-ce67b1d1663e,Inception,Romance,1975,Telugu,UK,189,284.56,1068.85,9.5,4137912,Hulu,Christopher Nolan,Robert Downey Jr.,53
68d9f465-8776-4434-9df3-1a502b321d1a,Forrest Gump,Action,2022,Hindi,India,182,270.11,1793.91,8.5,594448,Disney+,Christopher Nolan,Rajinikanth,89
62904a46-b2d9-4677-8506-d8993b839b97,Baahubali: The Conclusion,Romance,1983,Hindi,UK,110,108.32,895.02,7.5,1744030,Hulu,Rajamouli,Tom Cruise,56
e6f24913-4a07-4b48-8ffa-96b428f86ac9,Forrest Gump,Adventure,1996,English,India,155,254.5,917.89,6.0,1662215,HBO Max,Steven Spielberg,Rajinikanth,72
6f415bc0-ffc3-4da0-a67a-3953c9eefcf7,Joker,Thriller,1987,English,India,126,150.79,1581.87,6.8,488433,HBO Max,Mani Ratnam,Shah Rukh Khan,40
bb18ba6d-385e-4a05-912a-c71157b57b99,Titanic,Fantasy,1993,Hindi,UK,167,131.67,549.59,7.7,3447101,Disney+,Steven Spielberg,Robert Downey Jr.,61
d038aec3-cee6-472e-86ca-02fe65f44ce1,Joker,Action,2008,English,USA,126,269.81,601.09,8.0,2608816,Hulu,Rajamouli,Shah Rukh Khan,38
06c5360e-be54-427c-a089-63a5741f751a,Pulp Fiction,Thriller,2008,Hindi,Canada,117,290.74,2163.26,7.7,264407,Hulu,Steven Spielberg,Rajinikanth,78
12034e8f-208a-4e89-9008-a46b736eb6d3,Barbie,Romance,1980,Telugu,India,186,86.81,1891.42,8.1,3562819,Hulu,Anurag Kashyap,Robert Downey Jr.,98
c69e7680-5a3d-4424-890d-687d0e692b3a,Joker,Adventure,1998,Telugu,USA,117,39.72,2334.29,5.6,1482320,Hulu,Mani Ratnam,Rajinikanth,69
cd771879-8275-4569-8242-ff9fedafd092,The Shawshank Redemption,Fantasy,2004,Tamil,UK,166,99.24,519.05,9.7,874784,Disney+,Anurag Kashyap,Robert Downey Jr.,41
9c09d0ad-1e9a-40b0-8b73-d0c66ba48625,Avatar,Sci-Fi,2000,Hindi,India,188,146.07,533.93,6.4,2374644,Netflix,James Cameron,Leonardo DiCaprio,99
39af52eb-7ed6-49b0-925e-30ef3065a590,Interstellar,Drama,1990,Telugu,UK,169,155.95,703.2,6.4,968196,Netflix,James Cameron,Tom Cruise,62
ee81a095-b73e-47cd-ad07-35693034736d,Barbie,Action,2022,English,India,132,19.48,1529.08,5.5,1374670,Hulu,Christopher Nolan,Rajinikanth,66
2348f6ec-5e57-4c05-88ee-9cd3a308e620,3 Idiots,Action,2017,Tamil,USA,88,243.95,2195.23,8.6,742926,Netflix,James Cameron,Shah Rukh Khan,92
a802d16a-7808-430b-8377-1ba93657f34c,The Shawshank Redemption,Drama,1999,Hindi,UK,81,78.51,2046.61,6.1,2089757,HBO Max,Christopher Nolan,Robert Downey Jr.,22
39a214dd-e116-44a1-9467-ca30d09f2fde,The Avengers,Adventure,2021,Telugu,USA,85,5.36,1536.62,8.4,644762,Amazon Prime,Anurag Kashyap,Leonardo DiCaprio,50
daa775a4-ad14-4f8b-844c-d32b0dfdbf54,The Dark Knight,Comedy,2003,Tamil,Canada,136,291.66,2151.37,9.7,744714,Hulu,James Cameron,Rajinikanth,19
8ae4a278-8ea3-4cae-8e96-81f4c259987b,The Avengers,Romance,2024,English,Canada,179,205.95,2132.32,5.8,3315254,Disney+,Mani Ratnam,Prabhas,28
8dcc5df7-8644-424e-89bb-41b427fd6b90,Avengers: Endgame,Sci-Fi,2008,Tamil,Canada,80,66.6,700.4,7.0,3691002,Hulu,Steven Spielberg,Leonardo DiCaprio,94
2c2258b7-2581-43f5-9d9c-b75d7d835034,Forrest Gump,Adventure,1977,Tamil,UK,185,152.41,1273.94,9.6,725502,Hulu,Mani Ratnam,Rajinikanth,60
6fd8f03c-a8e1-4cf6-b9bb-268f1b0e9a6c,Avatar,Horror,1981,Hindi,India,168,58.91,1769.99,7.6,3558885,Disney+,Anurag Kashyap,Prabhas,76
a8f9f48a-6b45-4361-af8c-b77ef31e5d33,KGF Chapter 2,Fantasy,2016,Telugu,USA,162,161.12,608.14,7.0,1573036,Disney+,Anurag Kashyap,Shah Rukh Khan,53
0b16934d-ae99-43d4-ba96-a6d6e5102164,Jurassic Park,Horror,2008,Tamil,Canada,86,90.45,797.96,6.4,183974,Hulu,Anurag Kashyap,Yash,37
45987d14-404a-4319-83af-7713c3a4aa2d,Jurassic Park,Comedy,2024,Hindi,UK,172,26.4,1909.51,6.1,594110,Hulu,Christopher Nolan,Shah Rukh Khan,79
58979934-e055-4efa-b0a0-4464796ff221,The Avengers,Fantasy,2005,Tamil,India,92,113.28,393.91,7.7,4302512,Amazon Prime,Christopher Nolan,Rajinikanth,78
9b62cda4-2843-47f3-b2c2-773375f552a8,Dangal,Action,1975,Tamil,India,167,173.42,2068.12,6.6,1315943,Hulu,Steven Spielberg,Tom Cruise,15
277454c0-a2be-459f-9976-989611605fde,The Avengers,Adventure,1996,Telugu,USA,129,106.61,1988.64,5.4,2317319,Hulu,James Cameron,Rajinikanth,98
7a917594-67f9-49d4-a9d4-6e47d1e0749f,Baahubali: The Beginning,Romance,1996,Telugu,Canada,174,1.75,113.32,8.0,2573679,Netflix,James Cameron,Rajinikanth,45
b428d342-91b8-4a55-a33e-d4c9034dd432,Interstellar,Romance,1980,Hindi,India,144,147.91,1653.98,6.0,1543301,Netflix,Christopher Nolan,Prabhas,49
d99bb373-1a8e-4316-a1b6-45faa8169926,Forrest Gump,Action,1998,Tamil,USA,113,172.47,914.88,7.6,4907309,Hulu,Steven Spielberg,Yash,70
94f37c45-4337-460d-b083-cad96ac20c2e,Gladiator,Fantasy,2007,Hindi,UK,103,122.8,1487.39,8.1,2382847,HBO Max,Mani Ratnam,Rajinikanth,81
b75e3742-81ee-4c25-9f22-550b8e48f0ca,The Dark Knight,Comedy,1972,English,UK,116,162.2,747.99,8.3,1649146,Netflix,James Cameron,Prabhas,31
c61aa02e-790e-4618-a07a-3d18820f2096,KGF Chapter 2,Action,2015,Tamil,India,164,234.82,2213.08,6.0,2946181,Hulu,James Cameron,Leonardo DiCaprio,73
509e06ef-7554-4171-8540-eb06fab8f781,Oppenheimer,Sci-Fi,2010,Hindi,India,134,235.78,2252.48,9.5,1057985,Hulu,Anurag Kashyap,Robert Downey Jr.,75
50189b40-8946-4dab-9d10-9fa7fc6c87f0,Fight Club,Romance,1976,Tamil,Canada,82,146.03,2274.53,7.2,4441589,Disney+,Mani Ratnam,Yash,30
d88eaf7e-f89d-4c93-80e8-502b1ce8ba62,Barbie,Horror,2008,Tamil,USA,128,232.4,227.63,7.5,525200,Hulu,Christopher Nolan,Leonardo DiCaprio,59
48096618-5f8e-4ba8-b622-d7fb7c469fef,3 Idiots,Adventure,1991,Hindi,UK,144,286.34,402.59,5.0,94117,Netflix,Steven Spielberg,Yash,83
fc19c55b-3de5-433d-b16d-d311ef78a8ca,The Batman,Sci-Fi,1997,Tamil,Canada,190,31.05,469.26,7.8,4365078,Hulu,Mani Ratnam,Rajinikanth,27
d8284805-7864-4b28-a091-a4e373781f94,The Lion King,Drama,2000,English,India,190,41.38,723.3,9.4,2204748,HBO Max,Mani Ratnam,Tom Cruise,56
b8bbe4d7-385b-4ad8-aac8-c2e825b7a027,The Shawshank Redemption,Sci-Fi,2000,Tamil,USA,139,164.73,759.78,7.8,3580277,Disney+,Christopher Nolan,Yash,71
be4d2f76-d4a2-4eb6-91e0-8dec1aaa0a7e,Baahubali: The Beginning,Fantasy,2012,Tamil,Canada,151,206.62,876.43,5.4,3845806,Disney+,James Cameron,Prabhas,41
643780be-4379-46d7-8b9e-fc3d8992071d,The Dark Knight,Drama,2003,English,Canada,169,229.18,1594.17,6.0,4393480,Hulu,Mani Ratnam,Rajinikanth,72
d448c614-5df3-45d0-866e-486ae7f61cc3,Oppenheimer,Drama,2013,Hindi,UK,176,188.14,2146.65,8.2,4141142,HBO Max,Mani Ratnam,Tom Cruise,99
d66e2c7a-c46e-4399-b817-66d05db94f6e,The Lion King,Adventure,1977,Tamil,USA,139,62.49,1025.81,8.0,1438449,Disney+,Anurag Kashyap,Robert Downey Jr.,19
8370d754-46c8-4b9f-ae93-9c2f0a25993e,The Batman,Horror,2003,Telugu,Canada,172,195.12,2058.97,6.1,1197519,Netflix,Anurag Kashyap,Leonardo DiCaprio,58
d58f2983-95b8-4a86-8c9e-f4dcad885a50,The Lion King,Horror,1993,Tamil,Canada,172,271.26,1821.02,5.7,2237024,Netflix,Rajamouli,Yash,18
ac37fed6-2e03-4f36-8895-e69d80debef0,Baahubali: The Beginning,Romance,1986,English,UK,99,296.58,1577.04,8.4,1549873,HBO Max,Christopher Nolan,Robert Downey Jr.,33
4e0007ec-d23c-41d7-915a-98c33c7bb750,Jurassic Park,Romance,1999,Hindi,Canada,87,28.68,825.38,8.9,3761038,Amazon Prime,James Cameron,Robert Downey Jr.,78
a442a935-e005-4316-8515-5a768bf3f77f,Dangal,Adventure,2006,Telugu,UK,122,72.32,1661.73,5.6,474139,Amazon Prime,Steven Spielberg,Rajinikanth,20
50a5605c-f8e8-4517-b1b3-741b83a37c13,The Avengers,Drama,1995,Hindi,USA,104,179.47,178.09,7.5,683812,Netflix,Christopher Nolan,Leonardo DiCaprio,15
5dab001d-f1ce-4ffa-a71f-4ccedde7f04e,3 Idiots,Fantasy,1974,English,USA,114,279.43,818.36,5.2,304498,HBO Max,Mani Ratnam,Rajinikanth,74
d1ed10d0-55c2-4e32-a314-dfae55cdd8ea,KGF Chapter 2,Action,2017,Telugu,USA,146,18.66,447.49,5.5,985735,Disney+,James Cameron,Prabhas,91
6e3554d5-d67e-404d-92f8-31ac37f2834c,RRR,Thriller,2012,Tamil,UK,176,298.84,1200.01,5.6,4606190,Hulu,Steven Spielberg,Shah Rukh Khan,63
f57e0588-f874-4455-9650-2fd595671224,Barbie,Sci-Fi,2012,Telugu,USA,84,97.07,565.96,6.8,1151379,Amazon Prime,Rajamouli,Yash,83
c9fb1cbb-cd16-40b8-84ea-f41a1263b4f6,Titanic,Adventure,1992,Tamil,Canada,126,150.48,822.8,8.8,2431622,Amazon Prime,Steven Spielberg,Leonardo DiCaprio,79
3cec62a3-0399-4bed-9eed-3d9102f233a0,The Lion King,Romance,2005,Hindi,India,133,86.84,154.39,5.3,2528052,HBO Max,Mani Ratnam,Prabhas,70
8ca9fa19-2172-418c-8e12-f241309b88cc,The Lion King,Horror,1992,Hindi,UK,153,134.72,297.12,8.3,207446,Hulu,James Cameron,Shah Rukh Khan,88
b32990e0-e64e-46b4-93a1-0769095a6fff,Titanic,Fantasy,2002,Tamil,Canada,121,146.62,1052.75,7.7,3203933,Netflix,Mani Ratnam,Robert Downey Jr.,90
3a846c17-b274-4502-927b-379ddee2684f,Avengers: Endgame,Romance,2008,English,Canada,187,269.63,504.87,8.1,1587050,Amazon Prime,Christopher Nolan,Leonardo DiCaprio,70
8fec38dd-062d-4a18-b2ae-4338cdac23b6,Baahubali: The Beginning,Romance,1973,Tamil,India,169,37.23,1076.66,6.4,2805614,HBO Max,Mani Ratnam,Shah Rukh Khan,35
a5400bfc-ccf5-4e10-b945-2911fdc382ef,Pulp Fiction,Action,1996,Tamil,India,153,152.12,513.6,7.0,2451665,Netflix,Anurag Kashyap,Shah Rukh Khan,95
cffebb4a-cc11-4e80-babc-6f1db482d781,Joker,Horror,1982,English,Canada,185,175.06,69.97,8.0,4336095,Amazon Prime,Steven Spielberg,Tom Cruise,29
a1f5e340-f3ec-4ade-9ef1-5717b220d311,KGF Chapter 2,Horror,2012,Telugu,USA,139,65.95,1096.47,7.7,2643631,Hulu,Rajamouli,Rajinikanth,14
0a2dfddb-e2bd-4686-8d50-0d958b953c52,Fight Club,Romance,1974,English,India,102,268.25,997.73,7.1,797032,Netflix,James Cameron,Tom Cruise,99
c0911d42-9f13-4885-8cfd-24222d87366f,Dangal,Action,2008,Hindi,Canada,189,25.32,1524.21,8.4,3292139,Disney+,James Cameron,Yash,97
fc0dae73-4c66-4984-bf85-f3cdc9199a0d,3 Idiots,Adventure,1994,Telugu,UK,81,24.58,2140.44,6.2,1184059,Amazon Prime,Christopher Nolan,Robert Downey Jr.,85
c135f437-6440-4e55-ab91-97e2c376997c,Avengers: Endgame,Action,2019,Tamil,USA,171,162.49,990.56,6.0,3117649,Netflix,Christopher Nolan,Prabhas,21
85d7e2de-2bec-4df0-ba30-f13bc4faf1fa,Gladiator,Sci-Fi,2014,Hindi,India,181,93.16,899.83,5.2,995661,Hulu,James Cameron,Rajinikanth,78
d2d62a6a-438f-4699-9a1c-ddc4fbe55d36,The Avengers,Comedy,1976,Telugu,USA,164,116.91,1762.48,5.6,1941653,Amazon Prime,Mani Ratnam,Shah Rukh Khan,58
bf97aa59-2dfb-4cfc-a13e-10497d6eb29f,Pulp Fiction,Thriller,2020,Tamil,Canada,97,2.33,942.78,8.6,737008,HBO Max,Mani Ratnam,Prabhas,15
9f338316-ea2d-4727-8baa-1a3473b3d851,Gladiator,Fantasy,2011,Telugu,USA,180,248.19,1629.19,5.9,4241000,Hulu,Mani Ratnam,Rajinikanth,98
c41354e4-3e5f-4f66-af47-8523493938fb,Joker,Comedy,2011,Tamil,UK,140,253.17,259.3,7.3,573681,Amazon Prime,James Cameron,Tom Cruise,92
a47bfeee-c5eb-49f5-86c3-b7672ac2c151,The Batman,Sci-Fi,1979,Telugu,USA,172,16.15,852.17,7.0,3642091,Disney+,James Cameron,Tom Cruise,47
105b460c-fad1-4543-8ffe-1651a9d2c63f,The Dark Knight,Comedy,1995,Telugu,Canada,115,10.28,1175.76,8.1,3986993,HBO Max,Rajamouli,Leonardo DiCaprio,50
7f6ece89-11b3-4a0d-9c75-24838b5ba43b,RRR,Action,1985,Telugu,USA,128,131.83,1178.94,6.5,3674592,HBO Max,James Cameron,Yash,12
2e4785b7-ac06-4b35-93b7-69117b254a4c,The Lion King,Action,2009,English,India,122,53.47,1800.11,6.2,564703,Disney+,Mani Ratnam,Prabhas,32
80644a97-bb62-42af-9f06-35de7b4357f7,Oppenheimer,Action,1986,Hindi,Canada,143,17.06,1125.43,5.2,4870082,Netflix,Rajamouli,Prabhas,61
288f7625-68a0-4b42-b833-202d5a1a8cae,Barbie,Horror,2019,Telugu,USA,101,206.61,724.98,9.5,4892833,HBO Max,Steven Spielberg,Rajinikanth,79
43a22204-8183-415e-8bbc-0ada1ea1acd4,Baahubali: The Conclusion,Comedy,2004,Telugu,Canada,107,74.88,578.39,8.1,156026,HBO Max,Anurag Kashyap,Robert Downey Jr.,22
431866be-0983-451d-9bb7-7a635ff6e1c9,Pulp Fiction,Horror,2022,Tamil,India,186,245.33,1600.01,9.7,588148,Amazon Prime,Mani Ratnam,Yash,40
23c25b61-bbc1-4afc-b9dd-279db5b925d5,3 Idiots,Horror,1970,English,USA,94,130.53,1100.38,6.7,3967628,HBO Max,Anurag Kashyap,Leonardo DiCaprio,54
10f419d2-9c65-4738-b974-25bc1872b2e2,The Dark Knight,Drama,1992,Telugu,Canada,102,267.32,1411.2,5.3,3607379,Netflix,James Cameron,Yash,70
25636386-6b9b-4487-92df-0d17093d2d1f,Pulp Fiction,Action,2013,Tamil,Canada,189,102.36,622.32,6.0,1856204,Disney+,Steven Spielberg,Yash,89
32300813-ed19-4fce-9577-eca7fc43bdf9,Titanic,Thriller,1995,English,UK,188,106.41,695.62,5.0,3420271,Disney+,Rajamouli,Robert Downey Jr.,71
55dc6928-951d-422b-8a62-3996d15d9fb3,The Matrix,Horror,1993,Telugu,India,145,219.01,598.43,6.0,3605950,Amazon Prime,Steven Spielberg,Rajinikanth,27
80794132-3fca-44c4-a2c6-8fdd6fc65dea,Baahubali: The Beginning,Action,1970,English,India,118,198.32,19.02,6.9,4629491,Netflix,Mani Ratnam,Leonardo DiCaprio,30
b9cd3873-4259-4ce7-b6a4-bea8391d221d,Joker,Fantasy,1979,Telugu,India,114,177.99,1880.19,5.7,113166,Amazon Prime,James Cameron,Tom Cruise,12
a2eae3ac-87f0-423f-adc9-0c49605bc123,Jurassic Park,Drama,1998,Telugu,USA,136,44.23,2279.56,6.2,4953198,HBO Max,James Cameron,Rajinikanth,48
5d00f928-684d-49f0-8431-157f9b9069bf,Avatar,Adventure,1995,Telugu,Canada,141,123.96,1661.34,9.3,916673,Amazon Prime,James Cameron,Leonardo DiCaprio,17
46d0c70c-7ab8-49c4-a2e0-abe769050efa,3 Idiots,Romance,2019,Tamil,UK,180,143.48,1281.07,5.5,562773,Netflix,Rajamouli,Shah Rukh Khan,61
b35e025c-9492-4c59-b100-7d6cf1e8716d,Forrest Gump,Drama,1981,English,UK,88,38.79,863.6,7.3,2571712,HBO Max,Christopher Nolan,Yash,98
486f6cec-5fcc-42b6-9dfe-12b92627fc84,The Lion King,Drama,2000,Telugu,USA,119,84.86,1508.48,5.4,1098736,Netflix,Steven Spielberg,Tom Cruise,53
dad0a403-6092-4d50-aa1d-590b1a1ca793,Interstellar,Drama,2003,Tamil,Canada,127,182.54,1804.75,6.5,4616337,Disney+,Steven Spielberg,Prabhas,54
f064a551-fee0-486a-a9dd-d763da3dee6f,Avatar,Sci-Fi,2023,Telugu,UK,83,8.19,986.46,6.7,3592128,Disney+,Rajamouli,Shah Rukh Khan,26
